"International tourism, receipts (current US$) (millions)",LCA,776.4
"International tourism, receipts (current US$) (millions)",VCT,36.3111111111111
"International tourism, receipts per arrival (current US$)",AIA,2068.55517351754
"International tourism, receipts per arrival (current US$)",ATG,1936.0089140993
"International tourism, receipts per arrival (current US$)",DMA,245.014072775393
"International tourism, receipts per arrival (current US$)",GRD,883.495761106705
"International tourism, receipts per arrival (current US$)",MSR,999.559358983279
"International tourism, receipts per arrival (current US$)",KNA,232.597268703917
"International tourism, receipts per arrival (current US$)",LCA,2573.63056269164
"International tourism, receipts per arrival (current US$)",VCT,639.741910729772
Public Sector Debt to GDP (%),AIA,52.4
Public Sector Debt to GDP (%),ATG,81.52
Public Sector Debt to GDP (%),DMA,99.22
Public Sector Debt to GDP (%),GRD,69.36
Public Sector Debt to GDP (%),MSR,4.24
Public Sector Debt to GDP (%),KNA,47.07
Public Sector Debt to GDP (%),LCA,89.61
Public Sector Debt to GDP (%),VCT,84.25
"Agriculture, forestry, and fishing, value added (% of GDP)",ATG,2.16286845046878
"Agriculture, forestry, and fishing, value added (% of GDP)",DMA,17.3157205210532
"Agriculture, forestry, and fishing, value added (% of GDP)",GRD,5.13226292128734
"Agriculture, forestry, and fishing, value added (% of GDP)",KNA,1.55561899445699
"Agriculture, forestry, and fishing, value added (% of GDP)",LCA,1.86665023640943
"Agriculture, forestry, and fishing, value added (% of GDP)",VCT,6.45815156852743
"Agriculture, forestry, and fishing, value added (current US$)",ATG,31818518.5185185
"Agriculture, forestry, and fishing, value added (current US$)",DMA,94477777.7777778
"Agriculture, forestry, and fishing, value added (current US$)",GRD,57588259.2592593
"Agriculture, forestry, and fishing, value added (current US$)",KNA,15185185.1851852
"Agriculture, forestry, and fishing, value added (current US$)",LCA,32944531.1777593
"Agriculture, forestry, and fishing, value added (current US$)",VCT,57463033.8366078
"Employment to population ratio, 15+, female (%) (national estimate)",LCA,50.2200012207031
"Employment to population ratio, 15+, total (%) (national estimate)",LCA,55.1399993896484
GDP growth (annual %),ATG,5.2708488395119
GDP growth (annual %),DMA,6.53574657152201
GDP growth (annual %),GRD,5.31632529503266
GDP growth (annual %),KNA,-1.0245786420394
GDP growth (annual %),LCA,6.59932735665537
GDP growth (annual %),VCT,0.735107364600026
"GDP per capita, PPP (constant 2017 international $)",ATG,18057.2912924775
"GDP per capita, PPP (constant 2017 international $)",DMA,10899.2556669957
"GDP per capita, PPP (constant 2017 international $)",GRD,15183.406889673
"GDP per capita, PPP (constant 2017 international $)",KNA,23899.8859544133
"GDP per capita, PPP (constant 2017 international $)",LCA,12790.3038390914
"GDP per capita, PPP (constant 2017 international $)",VCT,12763.0557832934
GDP per person employed (constant 2017 PPP $),LCA,27476.6981783393
GDP per person employed (constant 2017 PPP $),VCT,32618.9782013293
"Government expenditure on education, total (% of GDP)",ATG,3.83624577522278
"Manufacturing, value added (% of GDP)",ATG,2.31996656629843
"Manufacturing, value added (% of GDP)",DMA,2.2312428300875
"Manufacturing, value added (% of GDP)",GRD,3.19737963574761
"Manufacturing, value added (% of GDP)",KNA,4.18006206388601
"Manufacturing, value added (% of GDP)",LCA,3.80919902857471
"Manufacturing, value added (% of GDP)",VCT,3.98786693793441
"Manufacturing, value added (current US$)",ATG,34129629.6296296
"Manufacturing, value added (current US$)",DMA,12174074.0740741
"Manufacturing, value added (current US$)",GRD,35877259.2592593
"Manufacturing, value added (current US$)",KNA,40803703.7037037
"Manufacturing, value added (current US$)",LCA,67228596.8262374
"Manufacturing, value added (current US$)",VCT,35483052.7526107
Marine protected areas (% of territorial waters),ATG,0.299942076
Marine protected areas (% of territorial waters),DMA,0.034776829
Marine protected areas (% of territorial waters),GRD,0.098035686
Marine protected areas (% of territorial waters),KNA,3.977533102
Marine protected areas (% of territorial waters),LCA,0.218549892
Marine protected areas (% of territorial waters),VCT,0.220097497
"Unemployment, female (% of female labor force) (national estimate)",LCA,21.4500007629395
"Unemployment, total (% of total labor force) (national estimate)",LCA,19.5200004577637
Intra-regional exports of goods (current US$) (millions),GRD,3.334991
Intra-regional exports of goods (current US$) (millions),VCT,18.471493
